id,seller,area_total,area_kitchen,area_living,floor,rooms,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size,bathroom_amount,relative_floor
15315,2,56.0,6.0,42.0,2,3,2.64,0,1,1,1,0,0,0,2,510,0,55.82664499999999,37.81,3,1971,0,9,False,True,False,3,True,0,0.2480873619636245,1.1907683246890932,18.666666666666668,1,4.5
17103,1,84.0,9.2,52.0,5,3,3.1,0,1,1,1,1,0,1,2,895,0,55.662187,37.630499,5,1955,0,8,False,True,False,3,False,0,0.0885192327596324,2.5291566221244457,28.0,1,1.6
17156,0,144.0,15.0,96.0,4,4,2.8,2,0,1,1,0,2,2,1,3230,0,55.533674,37.517725,6,1999,7,9,False,True,True,1,True,0,0.2102582108010561,-2.842826728683762,36.0,2,2.25
2219,1,35.0,11.0,18.0,2,1,2.8,0,1,1,0,0,0,2,1,2312,0,55.499249,36.921701,10,2013,7,3,True,False,False,1,False,4,0.6987461628588245,-1.9143599548813388,35.0,1,1.5
16605,0,53.0,10.7,30.9,2,1,2.8,1,0,1,1,0,0,3,1,9368,0,55.519473,37.396955,11,1987,3,15,True,False,True,1,False,0,0.2822252988696931,-2.4376804418349,53.0,1,7.5
3775,2,71.4,8.5,50.5,11,3,2.8,0,1,1,1,0,1,1,1,3852,0,55.746674,37.763468,3,2005,7,14,False,True,True,1,True,4,0.1842502430909149,1.505316077374892,23.8,1,1.2727272727272727
15433,0,33.0,6.0,27.0,4,1,2.8,1,0,0,1,0,1,4,1,9000,0,55.789391,37.536823,1,2016,2,15,True,True,True,0,False,4,0.0695057360871644,-0.6631815398389239,33.0,1,3.75
2856,0,235.0,10.7,30.9,6,5,2.8,3,0,1,1,0,0,0,2,8776,0,55.723257,37.52766,7,2011,2,53,True,True,True,0,True,0,0.0531802948520183,-1.7860848254754456,47.0,3,8.833333333333334
1075,4,37.6,7.471299117022582,20.25826672783626,5,1,2.8,0,0,2,2,0,0,4,0,9094,2,55.795676,37.483598,8,2013,7,12,False,False,False,3,False,4,0.1137844551273553,-1.0043791055130582,37.6,0,2.4
12807,4,50.0,8.3,30.9,4,2,2.8,1,0,2,2,2,0,2,1,389,0,55.712163,37.734515,4,2013,0,4,True,False,False,3,False,0,0.1565214658299135,1.7147549533534543,25.0,1,1.0
23082,4,153.5,10.7,30.9,15,2,2.8,0,2,2,2,1,0,0,1,2788,0,55.724697,37.528118,7,2006,2,17,True,True,True,0,True,0,0.0524415791871139,-1.7611227425182794,76.75,2,1.1333333333333333
4268,1,63.2,6.0,47.0,1,4,2.6,0,1,2,2,1,0,1,1,6699,0,55.758387,37.708976,4,1966,3,9,True,True,False,3,True,0,0.1315289186155277,1.3890838546761617,15.8,1,9.0
4508,0,32.0,6.0,21.5,1,1,2.64,1,0,1,0,0,0,1,2,2380,0,55.674839,37.53526,6,1959,4,9,False,True,False,3,True,0,0.0744356615052574,-2.5032668682751478,32.0,1,9.0
4066,1,33.0,8.0,17.0,5,1,2.64,1,0,1,0,1,0,1,2,6815,0,55.785286,37.679691,3,1973,4,12,False,True,False,1,True,0,0.1121737148438172,1.1021337811310354,33.0,1,2.4
11683,4,196.1,23.0,134.0,3,5,3.6,3,1,1,0,0,1,0,1,440,0,55.726984,37.571875,0,2019,7,14,False,True,True,0,True,4,0.0108695289614911,-2.3494451214365704,39.22,4,4.666666666666667
8694,1,44.5,6.0,28.2,7,2,2.8,0,1,2,2,0,0,4,1,5141,0,55.824122,37.82352,3,1969,3,9,False,True,False,3,False,0,0.2598110871677513,1.2190934246473797,22.25,1,1.2857142857142858
13939,4,181.7,10.7,30.9,19,4,2.8,0,0,2,2,0,0,4,0,9594,0,55.66989399999999,37.515371,7,2002,2,30,True,False,False,3,False,0,0.091193006655985,-2.3599338500272062,45.425,0,1.5789473684210527
19950,4,81.0,10.7,30.9,15,3,2.8,1,0,0,1,0,0,1,2,268,0,55.703185,37.491548,7,2015,2,21,True,True,True,0,False,0,0.0935061602174281,-1.9136311139492528,27.0,1,1.4
5277,3,87.09,15.3,44.3,17,3,3.0,1,1,2,2,1,1,4,1,7203,1,55.714414,37.657907,5,2021,2,17,False,True,True,0,False,4,0.0808591778564888,1.8233370216842304,29.03,2,1.0
10138,0,39.6,12.0,18.0,4,1,2.9,1,0,1,0,0,0,2,1,8465,0,55.729209,37.738252,4,2018,7,5,False,True,True,0,False,4,0.1587315646094798,1.6048784905007445,39.6,1,1.25
6721,1,107.9,12.4,54.0,7,4,2.8,1,1,0,1,0,2,0,2,1628,0,55.793348,37.448581,8,2011,2,32,True,True,True,0,False,0,0.1435914800558818,-1.149429097062255,26.975,2,4.571428571428571
1702,4,86.0,8.0,58.0,5,3,2.8,0,0,2,2,0,0,4,0,7456,0,55.810688,37.63676,2,1959,0,10,False,True,False,3,True,0,0.0951445655496043,0.6442980740699612,28.666666666666668,0,2.0
9880,4,64.4,13.9,33.7,7,2,2.74,0,1,2,2,0,2,0,2,2172,0,55.69835,37.937427,4,2018,7,17,True,True,True,1,True,0,0.3596477314343574,1.6718107842242795,32.2,1,2.4285714285714284
2137,0,75.0,10.0,55.0,3,3,2.64,0,1,2,2,1,2,1,1,2,0,55.861691,37.642644,2,1987,3,12,False,True,False,1,True,0,0.1418468755943282,0.4604621283616544,25.0,1,4.0
1611,1,86.0,9.0,57.0,6,4,3.25,0,1,2,2,2,0,1,1,9493,0,55.782547,37.573699,1,1937,6,8,True,False,False,3,False,4,0.0482925726724277,-0.12276208661476,21.5,1,1.3333333333333333
5234,3,47.27,6.0,24.6,4,2,3.0,0,0,2,2,0,1,4,1,7203,1,55.714414,37.657907,5,2021,2,17,False,True,True,0,False,4,0.0808591778564888,1.8233370216842304,23.635,0,4.25
1637,3,101.0,16.5,43.8,2,1,3.1,2,0,1,1,0,1,4,1,5839,1,55.790671,37.550136,1,2019,2,15,False,True,True,3,True,4,0.063331071258218,-0.4841281706111449,101.0,2,7.5
18570,3,70.3,17.8,26.7,3,2,2.8,1,0,1,1,0,1,4,1,4207,1,55.59885799999999,37.725271,5,2018,2,14,True,True,True,0,False,4,0.1991158109852953,2.321035307202105,35.15,1,4.666666666666667
15136,4,73.8,10.1,44.8,14,3,2.64,0,1,1,1,0,1,1,1,6202,0,55.636697,37.750712,5,1986,3,17,True,True,True,1,True,0,0.197138264005215,2.090602160330749,24.6,1,1.2142857142857142
21045,0,37.0,10.0,18.0,3,1,2.64,0,1,0,1,1,0,0,1,4936,0,55.583184,37.692564,5,2002,2,17,False,True,True,1,True,0,0.1889185835218591,2.500734032990002,37.0,1,5.666666666666667
4770,1,40.0,7.948190550024023,30.9,22,1,2.8,0,1,2,2,1,0,0,1,8118,0,55.557948,37.557268,6,2017,2,23,False,True,True,0,True,1,0.1780772982073382,-3.015783968390484,40.0,1,1.0454545454545454
21280,4,113.0,14.0,70.0,16,3,2.7,1,1,1,1,0,1,2,1,8816,0,55.702693,37.499013,7,2012,3,24,False,True,True,0,True,0,0.0866919574914367,-1.9479292509018995,37.66666666666666,2,1.5
6102,4,94.3,15.0,60.3,3,4,2.8,1,1,1,0,0,0,2,1,6458,0,55.76122900000001,37.597073,0,1906,0,5,False,True,False,3,False,0,0.0318279329803256,0.5806730131230143,23.575,2,1.6666666666666667
17000,4,81.8,14.2,43.9,9,3,2.8,1,1,2,2,0,1,0,2,5448,0,55.704697,37.945466,4,2021,7,17,False,True,True,3,False,4,0.3670748642804596,1.6523984830431695,27.266666666666666,2,1.8888888888888888
21873,4,39.7,10.0,20.0,5,1,2.64,1,0,1,0,1,0,3,1,1730,0,55.765179,37.705149,4,1988,3,17,False,True,True,1,True,0,0.1292028102811381,1.3319970726422938,39.7,1,3.4
4856,2,45.0,6.0,28.0,1,2,2.7,0,1,1,0,0,0,2,1,3144,0,55.616564,37.541988,6,1978,2,9,False,True,True,1,True,0,0.1239045097878126,-2.833062865958879,22.5,1,9.0
17699,3,144.83,10.7,30.9,21,3,2.8,0,0,2,2,0,0,4,1,1274,1,55.847973,37.628882,2,2020,7,24,False,True,True,0,False,4,0.1235995875915474,0.410012652033734,48.27666666666667,0,1.1428571428571428
18182,3,72.5,12.6,41.8,11,3,2.65,0,2,1,1,0,0,4,1,7411,1,55.617017,37.413718,11,2021,3,16,False,True,True,1,False,4,0.2033494238151492,-2.1874631775168227,24.166666666666668,2,1.4545454545454546
7569,1,103.0,11.0,64.0,3,4,2.8,0,2,1,0,0,3,1,1,1083,0,55.68011800000001,37.609649,6,2002,3,16,False,True,True,1,True,0,0.0622287705637438,2.637884116226586,25.75,2,5.333333333333333
12794,1,44.0,6.1,29.0,2,2,2.8,0,1,2,2,0,0,1,1,729,0,55.746314,37.815911,3,1971,0,9,True,True,False,1,True,0,0.236587669132443,1.521339389212495,22.0,1,4.5
9103,3,154.5,14.7,139.8,7,4,4.0,2,1,2,2,0,1,4,1,9592,1,55.690882,37.478109,7,2021,7,25,False,True,True,0,False,4,0.1105251575827083,-1.9776367373922248,38.625,3,3.5714285714285716
