id,seller,price,area_total,area_kitchen,area_living,floor,rooms,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id,new,latitude,longitude,district,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating,distance_from_center,angle,average_room_size,bathroom_amount,relative_floor
6215,3,5358082.0,38.09,15.4,14.0,1,1,2.8,0,1,0,1,0,0,4,1,1473,1,55.500596,37.519207,11,2020,7,14,False,True,True,1,False,4,0.2416921042213303,-2.8889867887111884,38.09,1,0.0714285714285714
17997,4,58000000.0,130.0,10.7,30.9,5,4,3.1,2,0,1,1,0,0,3,2,8776,0,55.723257,37.52766,7,2011,2,53,True,True,True,0,True,0,0.0531802948520183,-1.7860848254754456,32.5,2,0.0943396226415094
18321,4,89600000.0,135.9,30.0,30.9,81,1,4.0,0,2,1,1,0,0,3,1,5745,0,55.749511,37.537083,0,2011,2,95,True,True,True,0,True,0,0.0450618877757078,-1.233958840527839,135.9,2,0.8526315789473684
112,0,4550000.0,35.0,10.0,17.0,11,1,2.8,1,0,1,0,0,1,4,1,8139,1,55.501875,37.522046,11,2020,2,14,False,True,True,1,False,4,0.2397564555377477,-2.8991190973764613,35.0,1,0.7857142857142857
15090,4,19151625.0,75.0,10.7,30.9,12,3,2.8,0,0,2,2,0,0,4,1,44,1,55.71016899999999,37.647217,5,2021,7,16,False,True,True,0,True,4,0.0718894964805229,1.91780846907623,25.0,0,0.75
15635,4,29500000.0,120.0,11.0,70.0,12,6,2.8,0,2,0,1,3,0,3,2,5161,0,55.710945,37.643821,5,2018,2,16,False,True,True,0,True,4,0.0684333331484275,1.9240218432818583,20.0,2,0.75
2076,4,30848603.0,79.26,10.7,30.9,14,2,2.8,0,0,2,2,0,0,4,1,4367,1,55.807658,37.635045,2,2020,7,15,True,True,False,1,False,4,0.0916930202098735,0.6491921605507501,39.63,0,0.9333333333333332
11367,3,9380000.0,67.0,11.8,28.0,20,2,2.75,0,2,0,1,0,0,4,1,8996,1,55.879187,37.529591,1,2021,2,33,False,True,True,1,True,0,0.1529784172930675,-0.3331112193718318,33.5,2,0.6060606060606061
14332,2,8400000.0,66.0,11.0,39.0,1,3,2.74,0,1,1,0,2,0,0,1,7185,0,55.670793,37.78951,4,2003,3,17,False,True,False,3,True,0,0.2193867020462187,1.8659888485973624,22.0,1,0.0588235294117647
2501,4,13600000.0,63.0,13.0,34.0,9,2,2.74,0,1,1,1,1,1,1,1,2395,0,55.686939,37.465191,7,2011,3,14,False,True,True,1,True,0,0.1239579805484725,-1.965611231325261,31.5,1,0.6428571428571429
18388,2,13400000.0,57.0,8.0,35.0,6,2,3.1,1,1,0,1,0,0,0,1,8372,0,55.789947,37.570042,1,2019,2,9,True,True,True,0,False,4,0.0561507753863055,-0.1712812302242748,28.5,2,0.6666666666666666
6715,1,65000000.0,190.0,10.7,30.9,11,4,2.8,2,0,1,1,0,0,3,2,6411,0,55.80826,37.448276,8,2011,2,28,True,True,True,0,False,0,0.1505738046959325,-1.0597654825943623,47.5,2,0.3928571428571428
9254,1,6850000.0,44.0,10.0,20.0,23,1,2.8,0,1,1,0,0,1,4,1,6653,0,55.560784,37.587272,6,2005,3,24,True,True,True,3,True,0,0.1740025280415354,3.0975596242339205,44.0,1,0.9583333333333334
17472,2,13200000.0,53.0,10.0,31.0,14,2,2.74,1,0,1,0,1,0,2,2,8908,0,55.794234,37.457016,8,2000,3,17,False,True,True,1,True,0,0.1363231960318768,-1.1181858340448028,26.5,1,0.8235294117647058
13631,3,8170750.0,72.5,12.6,42.0,3,3,2.65,0,2,1,1,0,0,4,1,5751,1,55.542126,37.490209,11,2022,3,17,False,True,True,1,False,4,0.2122407264887967,-2.706784007642108,24.166666666666668,2,0.1764705882352941
16787,4,301689630.0,194.0,18.0,127.0,3,5,3.0,0,3,1,1,1,0,2,2,5452,0,55.761659,37.596947,0,1915,0,7,False,True,False,0,True,0,0.0321201440061923,0.5700489472651472,38.8,3,0.4285714285714285
16007,2,12000000.0,58.0,9.0,29.0,16,2,2.48,0,1,1,1,1,1,1,1,9321,0,55.886029,37.658356,2,1989,3,16,False,True,True,1,True,0,0.1706629756387365,0.4795691679394793,29.0,1,1.0
12435,0,6500000.0,44.0,12.0,19.0,4,1,2.65,1,0,1,0,0,1,2,1,875,0,55.746203,37.702445,4,2007,2,14,False,True,True,1,True,0,0.1233775082113107,1.4767579164904223,44.0,1,0.2857142857142857
18883,4,7595360.0,59.2,8.2,30.3,9,2,2.7,0,1,0,1,2,0,0,2,4162,1,55.59516,37.741109,12,2021,3,9,False,True,True,1,False,1,0.2133766119947912,2.2830961785656085,29.6,1,1.0
22055,4,12790000.0,52.0,9.0,32.0,10,2,2.8,0,0,1,0,0,1,4,1,240,0,55.66315600000001,37.553648,6,1996,3,17,True,True,True,3,True,0,0.0760326239891007,-2.79308760248536,26.0,0,0.5882352941176471
10943,3,12423072.0,68.56,16.2,35.8,9,3,2.72,0,2,1,1,0,0,4,1,1936,1,55.669986,37.773134000000006,4,2020,2,9,True,True,True,1,False,4,0.2040289291189687,1.8931268923106448,22.85333333333333,2,1.0
12844,1,8200000.0,40.1,10.0,17.0,14,1,2.8,0,0,1,0,0,0,0,2,7457,0,55.729382,37.739276,4,2018,2,25,False,True,True,0,False,1,0.1597492100008908,1.6035777456028553,40.1,0,0.56
11004,4,19151625.0,75.0,10.7,30.9,12,3,2.8,0,0,2,2,0,0,4,1,44,1,55.71016899999999,37.647217,5,2021,7,16,False,True,True,0,True,4,0.0718894964805229,1.91780846907623,25.0,0,0.75
12884,3,16721400.0,62.0,11.8,43.6,11,2,3.0,0,0,2,2,0,1,4,1,44,1,55.71016899999999,37.647217,5,2021,7,16,False,True,True,0,True,4,0.0718894964805229,1.91780846907623,31.0,0,0.6875
2039,3,18245396.0,118.94,20.2,66.8,6,3,3.0,2,0,1,1,0,0,4,1,2344,1,55.850909,37.617527,2,2021,2,11,False,True,True,1,False,4,0.1223156892141024,0.3151630993979258,39.64666666666667,2,0.5454545454545454
1483,3,12870900.0,63.56,22.0,26.1,14,2,2.8,2,0,1,0,0,0,4,1,6357,1,55.858609,37.546327000000005,1,2021,2,39,False,True,True,0,False,4,0.128381202527638,-0.2622680775510992,31.78,2,0.358974358974359
537,4,5800000.0,40.0,7.948190550024023,21.55134758280453,2,1,3.1,2,0,2,2,0,0,0,2,6025,0,55.85961,37.372422,8,2019,2,25,True,True,True,1,True,0,0.2419731079666727,-1.02797500395452,40.0,2,0.08
19263,0,5950000.0,36.6,8.2,19.8,1,1,2.64,1,0,1,0,0,0,1,1,8100,0,55.876385,37.686958,2,1983,3,16,False,True,False,1,True,0,0.1778228077129976,0.648090113891069,36.6,1,0.0625
11314,1,13400000.0,62.2,12.6,38.1,8,3,2.8,0,1,2,2,1,0,2,1,5072,0,55.805189,37.71283,3,1971,3,9,False,True,False,1,True,0,0.1507552843168533,1.0836374935376534,20.73333333333333,1,0.8888888888888888
19084,4,15500000.0,46.0,10.0,32.0,7,2,2.8,1,0,1,0,0,0,3,1,5915,0,55.77120600000001,37.658212,0,2017,2,18,True,True,True,0,True,4,0.0866980644371082,1.1351263751759872,23.0,1,0.3888888888888889
12135,0,10990000.0,44.0,10.7,30.0,36,2,3.0,1,0,1,1,0,0,3,1,8296,0,55.80356999999999,37.591027,2,2017,7,47,True,True,True,0,False,0,0.0698905190802788,0.164052921584683,22.0,1,0.7659574468085106
3850,1,5600000.0,33.0,6.0,19.0,7,1,2.8,0,1,1,0,0,0,1,2,1814,0,55.802862,37.831821000000005,3,1969,2,9,True,True,False,3,True,0,0.2612782614119253,1.3065381137949206,33.0,1,0.7777777777777778
3636,3,13003274.0,79.89,11.1,48.5,3,3,3.0,0,0,2,2,0,1,4,1,1744,1,55.811735,37.740722,3,2021,7,22,True,True,True,0,True,0,0.1786149077462228,1.1243633968958835,26.63,0,0.1363636363636363
12218,2,10500000.0,40.0,6.0,27.0,1,1,2.8,1,0,1,0,0,0,1,1,5859,0,55.719531,37.636051,5,1960,7,5,True,False,False,3,False,4,0.0584200704129814,1.8320045991477385,40.0,1,0.2
1698,4,49945635.0,123.88,10.7,49.8,15,3,2.8,2,0,2,2,2,0,4,1,4367,1,55.807658,37.635045,2,2020,7,15,True,True,False,1,False,4,0.0916930202098735,0.6491921605507501,41.29333333333333,2,1.0
8891,1,10000000.0,76.0,10.0,44.0,12,3,2.7,0,1,1,0,0,1,1,2,338,0,55.89558,37.532753,1,1993,1,22,False,True,True,1,True,0,0.167644360801769,-0.2832920677770676,25.33333333333333,1,0.5454545454545454
16958,1,28500000.0,114.3,25.0,67.0,20,3,3.0,2,0,1,0,0,1,3,2,6232,0,55.791653,37.786429,3,2011,7,35,False,True,True,3,True,4,0.2145367624909849,1.3017082008702363,38.1,2,0.5714285714285714
19413,1,17700000.0,95.3,15.3,70.4,4,3,2.8,1,1,1,1,0,0,2,2,38,0,55.789289,37.65699,3,2014,2,4,True,True,True,1,True,4,0.0947427677720895,0.955686675848238,31.766666666666666,2,1.0
22886,4,49500000.0,130.0,10.7,30.9,4,3,2.8,0,0,1,1,1,0,0,1,5363,0,55.710961,37.609227,5,2017,2,16,True,True,True,0,True,0,0.0379032856358173,2.244823664042439,43.333333333333336,0,0.25
14766,0,8700000.0,35.2,6.994407684021141,18.96518587286799,10,1,3.1,0,0,1,0,0,0,0,2,9258,1,55.762789,37.508984000000005,8,2018,2,36,True,True,True,0,False,0,0.0760395572260595,-1.1912706289770878,35.2,0,0.2777777777777778
16680,3,29545400.0,94.6,8.8,61.9,16,3,2.8,0,0,2,2,0,0,4,1,7624,1,55.785777,37.58579,1,2020,2,20,False,True,False,0,False,4,0.051530737011169,0.1201666245892617,31.53333333333333,0,0.8
19461,1,7600000.0,45.0,9.0,20.0,11,2,2.8,0,0,0,1,1,0,2,1,8004,0,55.817780000000006,37.808321,3,1971,4,12,False,True,True,3,False,0,0.2433587157846178,1.2220429039002056,22.5,0,0.9166666666666666
569,4,13400000.0,60.5,12.021638206911335,32.596413218991856,8,1,3.1,2,0,2,2,0,0,0,2,3655,0,55.769135,37.494521,8,2011,2,32,True,True,True,0,False,0,0.0918260079732882,-1.1854316193935563,60.5,2,0.25
8988,4,6700000.0,45.0,6.0,27.8,6,2,2.6,0,1,1,0,0,1,1,2,513,0,55.540027,37.579421,6,1979,3,9,True,True,False,1,True,0,0.1945909622216052,-3.1406079351688745,22.5,1,0.6666666666666666
21898,1,7099000.0,31.8,5.2,18.3,5,1,2.5,1,0,2,2,1,0,1,2,6924,0,55.705153,37.760917,4,1962,3,5,True,False,False,3,False,0,0.1836830357834921,1.7319038455313052,31.8,1,1.0
13911,4,13500000.0,51.0,12.5,19.0,13,1,2.8,1,0,1,0,0,1,3,1,2870,0,55.682351,37.461301,7,2015,2,25,False,True,True,3,True,4,0.1293424302372891,-1.9867875800414876,51.0,1,0.52
18719,3,4900000.0,23.0,4.570209566263814,13.0,9,1,2.8,1,0,1,0,0,1,4,1,589,0,55.542126,37.490209,11,2018,7,10,False,True,True,1,False,4,0.2122407264887967,-2.706784007642108,23.0,1,0.9
15053,1,5999000.0,35.0,8.0,12.0,9,1,2.8,0,1,1,0,0,1,1,2,5375,0,55.541657,37.579834000000005,6,2002,3,16,True,True,True,3,False,0,0.192960994872495,3.140445360715196,35.0,1,0.5625
16244,4,8382000.0,66.0,10.0,34.7,3,2,2.8,0,1,2,2,0,1,4,1,9649,0,55.579688,37.671085,5,2013,4,45,True,True,True,0,True,0,0.1799179278503506,2.6082533202825307,33.0,1,0.0666666666666666
22158,4,13100000.0,67.0,11.0,35.0,6,2,2.64,0,1,2,2,1,0,0,1,5613,0,55.718816,37.426186,7,2019,2,27,True,True,True,3,True,0,0.1542382115967734,-1.6734274608949615,33.5,1,0.2222222222222222
20876,1,6370000.0,34.8,9.6,19.4,10,1,2.5,1,0,2,2,0,1,1,1,6283,0,55.745929,37.760566,3,1968,7,16,False,True,True,3,False,4,0.1813065592576689,1.5083690080476344,34.8,1,0.625
9970,3,6911040.0,36.8,12.5,13.1,9,1,2.72,1,0,0,1,0,0,4,1,8136,1,55.722512,37.772918,4,2021,2,13,False,True,True,1,False,4,0.1936840804709317,1.6333402589509782,36.8,1,0.6923076923076923
4171,3,10559200.0,78.8,22.6,40.9,3,3,2.66,0,2,1,1,0,0,4,1,1748,0,55.968,37.150583000000005,9,2018,2,17,True,True,True,1,True,0,0.4883990500529111,-1.0725892590292156,26.266666666666666,2,0.1764705882352941
15470,4,279360192.0,225.0,25.0,150.0,2,5,3.4,4,0,1,1,0,0,3,1,3451,0,55.737314000000005,37.600891,0,2006,0,6,True,True,True,0,False,0,0.0214485127655727,1.4447603895290977,45.0,4,0.3333333333333333
2295,2,7500000.0,63.2,9.4,44.6,3,3,2.8,0,0,2,2,2,0,1,1,1028,0,55.780102,37.590919,0,1981,0,5,True,False,False,1,True,0,0.0468683322225262,0.2436404455267903,21.066666666666663,0,0.6
18282,4,14543600.0,70.6,26.4,23.1,7,2,2.8,1,1,2,2,0,0,4,1,4883,1,55.787209,37.493659,8,2019,7,22,False,True,True,1,False,4,0.100766321260975,-1.021705641170656,35.3,2,0.3181818181818182
13264,3,16551500.0,47.29,12.8,17.6,10,1,3.0,1,0,0,1,0,1,4,1,461,1,55.804304,37.533427,1,2020,0,10,False,True,True,0,False,0,0.0836018435995417,-0.5852974599552012,47.29,1,1.0
14842,1,6000000.0,33.0,7.0,19.0,9,1,2.8,1,0,1,0,0,0,4,1,2745,0,55.859635,37.420922,8,1968,3,9,False,True,False,3,True,0,0.20201978946398,-0.9035362243621472,33.0,1,1.0
4513,4,9900000.0,46.0,10.0,30.0,4,2,3.0,1,0,1,0,0,1,2,1,5785,0,55.625211,37.345491,11,2018,2,11,True,True,True,3,True,1,0.2584236723167985,-2.00794987031752,23.0,1,0.3636363636363636
11310,3,7395746.0,56.9,9.6,29.9,11,2,2.89,0,1,1,0,0,1,4,1,5540,1,55.554695,37.513916,11,2019,7,14,False,True,True,0,False,4,0.1915418594103267,-2.791496315966316,28.45,1,0.7857142857142857
8361,4,10999000.0,45.0,12.3,18.9,11,1,2.9,1,0,1,0,0,1,2,2,4678,0,55.754877,37.810728000000005,3,2002,0,12,False,True,True,1,True,0,0.2320016219058069,1.4833617310296456,45.0,1,0.9166666666666666
12743,4,16000000.0,99.0,10.0,71.0,4,4,2.8,0,1,2,2,1,0,1,1,6636,0,55.760535,37.732557,3,1960,0,5,True,False,False,3,False,0,0.1551247302814415,1.4029362794419906,24.75,1,0.8
13493,0,7400000.0,45.0,6.0,26.0,2,2,2.64,0,1,1,0,0,0,1,1,8391,0,55.610112,37.553603,6,1978,2,9,False,True,False,3,True,0,0.1271935978206691,-2.9356516030979707,22.5,1,0.2222222222222222
12898,1,5700000.0,20.12,3.997939846662084,10.84032783415068,9,1,2.8,1,0,2,2,0,0,2,1,1936,1,55.669986,37.773134000000006,4,2020,2,9,True,True,True,1,False,4,0.2040289291189687,1.8931268923106448,20.12,1,1.0
8572,1,83461264.0,225.0,10.7,30.9,42,3,3.1,3,0,1,1,0,0,3,2,9625,0,55.747115,37.539078,0,2009,0,73,True,True,True,0,True,0,0.0424173727245552,-1.271735379607677,75.0,3,0.5753424657534246
21908,3,8394150.0,52.3,19.6,19.9,14,2,2.68,0,2,1,0,0,0,4,1,5605,1,55.661801,37.729574,4,2020,3,16,False,True,True,3,False,4,0.1667054664865457,2.02283408231144,26.15,2,0.875
7092,3,20659080.0,77.9,12.3,45.5,7,3,3.0,0,1,2,2,0,0,4,1,7787,1,55.79895,37.563799,1,2021,7,14,False,True,False,0,False,4,0.0662472166567988,-0.2410332542926865,25.96666666666667,1,0.5
3117,4,39500000.0,139.0,16.0,100.0,14,4,2.8,1,1,1,1,1,1,2,2,6780,0,55.756401,37.537065000000005,0,2004,2,24,False,True,True,0,True,1,0.0477996295046939,-1.0976181068648585,34.75,2,0.5833333333333334
16672,4,13400000.0,78.0,13.0,45.0,6,3,2.8,0,1,1,0,1,1,2,1,2122,0,55.63656999999999,37.321461,11,2016,3,17,True,True,True,1,True,0,0.276144241106825,-1.9337749378409272,26.0,1,0.3529411764705882
5768,3,7729541.0,46.57,15.6,15.7,2,1,2.8,1,0,1,0,0,0,4,1,4571,1,55.666858,37.759866,4,2021,2,22,False,True,True,0,False,4,0.1925686414732579,1.9303685464568847,46.57,1,0.0909090909090909
2307,1,9250000.0,72.0,10.5,35.4,10,2,2.7,1,0,1,0,1,1,2,2,3944,0,55.698655,37.746526,4,2006,7,17,False,True,True,1,True,0,0.1707436827497693,1.7830104633456376,36.0,1,0.5882352941176471
12138,3,13246280.0,78.8,13.4,51.8,4,3,2.8,0,0,2,2,1,0,4,1,4411,1,55.849287,37.579861,2,2020,7,18,True,True,True,3,False,4,0.1146694011312687,0.0021660784629715,26.266666666666666,0,0.2222222222222222
5374,1,5800000.0,37.0,9.8,19.0,16,1,2.8,1,0,1,1,1,0,1,1,9534,0,55.58552,37.652014,5,1976,3,16,False,True,True,1,True,0,0.1657472003567866,2.689534206834149,37.0,1,1.0
15700,0,12000000.0,56.6,5.9,42.0,5,3,2.48,3,0,1,1,1,0,0,1,2912,0,55.775287,37.487092,8,1960,0,5,True,False,False,3,False,0,0.1010645483263521,-1.156651173562443,18.866666666666667,3,1.0
1163,4,7400000.0,30.2,6.000883865268138,16.271267425017424,3,1,2.8,0,1,2,2,1,0,1,1,9184,0,55.78679399999999,37.569342,1,1959,7,5,True,False,False,1,True,4,0.0531773856305424,-0.1943601943844088,30.2,1,0.6
2495,4,9800000.0,52.0,8.8,30.3,14,2,2.8,0,1,2,2,1,0,1,1,963,0,55.649901,37.367419,7,2003,7,14,False,True,False,3,False,4,0.2284799310984673,-1.950650156882043,26.0,1,1.0
5666,3,18460740.0,93.9,6.9,63.0,6,4,2.85,2,0,1,1,0,0,4,1,2679,1,55.751725,37.707009,4,2020,2,12,False,True,True,1,False,4,0.1285398471335653,1.4373121124251431,23.475,2,0.5
22611,4,11890000.0,63.0,17.5,28.2,5,2,2.8,1,0,1,0,0,0,4,1,6341,1,55.843030000000006,37.483041,1,2021,2,29,False,True,True,0,False,0,0.1451870092479775,-0.7276990910578048,31.5,1,0.1724137931034483
4437,4,15309601.0,53.7,12.0,28.0,13,1,3.1,0,1,0,1,0,1,0,2,2570,0,55.681047,37.551088,6,2019,2,20,True,True,True,0,True,1,0.0606917760140141,-2.6523115348150736,53.7,1,0.65
12216,3,9940540.0,60.1,10.7,0.0,3,2,3.5,0,0,2,2,0,0,4,1,250,1,55.61310699999999,37.742977,5,2022,2,30,False,True,True,0,False,4,0.2035996379065115,2.21031934663648,30.05,0,0.1
9910,2,7100000.0,56.0,9.1,34.7,4,2,2.8,0,2,1,0,0,1,0,2,2193,0,55.701988,37.938343,4,2016,3,7,True,False,False,3,False,1,0.3602113209886142,1.6615060206437533,28.0,2,0.5714285714285714
14918,4,38000000.0,78.0,21.0,35.0,15,2,3.0,0,1,1,0,0,0,3,1,8357,0,55.703971,37.490587,7,2016,7,21,True,True,True,2,True,4,0.0941530192915008,-1.902337479065338,39.0,1,0.7142857142857143
19434,1,5680000.0,33.0,5.0,19.0,1,1,2.8,1,0,2,2,0,0,1,2,8197,0,55.80076700000001,37.784237,3,1960,0,5,True,True,False,1,False,0,0.2150507979212833,1.2581290284276112,33.0,1,0.2
8487,1,6800000.0,46.0,7.0,30.0,9,2,2.64,0,1,1,0,1,0,1,2,4837,0,55.733655000000006,37.823969,3,1972,3,9,False,True,False,2,True,0,0.2443582797726407,1.5747367309001772,23.0,1,1.0
6382,3,8942340.0,79.7,22.5,40.8,13,3,2.65,0,2,1,1,1,0,4,1,5176,1,55.663299,37.515335,6,2021,3,15,False,True,True,1,False,4,0.0960103796352232,-2.408075863597034,26.566666666666663,2,0.8666666666666667
155,3,5605581.0,36.65,17.9,10.7,5,1,2.8,1,0,0,1,0,1,4,1,5882,1,55.500392000000005,37.521677,11,2020,2,14,False,True,True,1,False,4,0.241284671978336,-2.899110267147656,36.65,1,0.3571428571428571
4173,3,5023920.0,36.3,9.8,17.2,12,1,2.66,1,0,1,0,0,0,4,1,1748,0,55.968,37.150583000000005,9,2018,2,17,True,True,True,1,True,0,0.4883990500529111,-1.0725892590292156,36.3,1,0.7058823529411765
4709,2,17550000.0,80.0,8.2,54.3,7,3,3.0,0,1,1,1,1,0,1,1,8907,0,55.686168,37.535826,6,1957,0,8,False,True,False,1,True,0,0.0653043455645338,-2.4067090288370543,26.666666666666668,1,0.875
5949,3,20039760.0,93.6,30.8,41.2,19,3,2.8,0,1,1,1,0,0,4,1,5841,1,55.719896,37.692663,4,2021,7,30,False,True,True,0,False,4,0.1140049228247082,1.7002915569365993,31.2,1,0.6333333333333333
10313,4,512579196.0,230.0,10.7,30.9,2,4,2.8,2,0,0,1,0,0,0,1,6762,0,55.758225,37.592608,0,2010,2,7,True,True,True,2,True,0,0.026947665191306,0.5032158400800564,57.5,2,0.2857142857142857
11839,1,7950000.0,58.7,6.0,30.9,4,3,2.8,0,0,2,2,0,0,4,0,2774,2,55.73350799999999,37.83545,3,1971,7,9,False,False,False,3,False,4,0.2558397901163037,1.5751344766885502,19.566666666666663,0,0.4444444444444444
15716,3,24619080.0,83.5,15.8,49.3,15,3,3.2,1,1,1,1,0,1,4,1,9258,1,55.762789,37.508984000000005,8,2018,2,36,True,True,True,0,False,0,0.0760395572260595,-1.1912706289770878,27.83333333333333,2,0.4166666666666667
16659,4,8550000.0,52.6,10.0,32.0,1,2,2.64,0,1,1,1,0,0,2,2,5304,0,55.63578199999999,37.360726,7,1988,3,14,False,True,False,3,True,0,0.2401663590112172,-1.994929438803544,26.3,1,0.0714285714285714
2781,4,95000000.0,240.0,10.7,30.9,36,5,2.8,0,3,2,2,0,0,4,1,8776,0,55.723257,37.52766,7,2011,2,53,True,True,True,0,True,0,0.0531802948520183,-1.7860848254754456,48.0,3,0.6792452830188679
17830,3,9673684.0,60.06,13.0,32.5,3,2,2.8,0,1,2,2,0,1,4,1,7524,1,55.674316000000005,37.762695,4,2021,2,23,False,True,False,0,False,4,0.1927575527289751,1.888975765852175,30.03,1,0.1304347826086956
5541,4,8250000.0,52.2,8.6,30.3,11,2,2.8,0,0,2,2,0,0,4,0,4103,2,55.583347,37.672657,5,1983,7,12,False,False,False,3,False,4,0.1775954183675034,2.5901553008957845,26.1,0,0.9166666666666666
13954,4,95000000.0,240.0,10.7,30.9,36,5,2.8,0,0,2,2,0,0,4,2,8776,0,55.723257,37.52766,7,2011,2,53,True,True,True,0,True,0,0.0531802948520183,-1.7860848254754456,48.0,0,0.6792452830188679
30,4,4500000.0,27.0,5.0,15.0,19,1,2.8,0,0,2,2,0,0,4,1,3235,0,55.504206,37.539042,11,2015,2,19,True,True,True,1,True,3,0.2339564144121686,-2.967300553307982,27.0,0,1.0
22806,4,8700000.0,54.0,10.7,30.9,9,2,2.64,0,1,2,2,1,0,1,1,208,0,55.69968000000001,37.839735,4,1992,3,12,False,True,True,3,True,0,0.2624582035425903,1.7043104797516195,27.0,1,0.75
9505,3,8193588.0,39.6,18.3,13.1,22,1,3.5,1,0,1,0,1,0,4,1,250,1,55.61310699999999,37.742977,5,2022,2,30,False,True,True,0,False,4,0.2035996379065115,2.21031934663648,39.6,1,0.7333333333333333
13434,3,16342707.0,85.43,11.8,43.6,18,3,3.0,0,0,2,2,0,1,4,1,8016,1,55.580192,37.587137,5,2020,2,19,False,True,True,0,False,4,0.15460907154819,3.092906272771087,28.47666666666667,0,0.9473684210526316
19424,1,16500000.0,81.1,10.0,54.9,4,3,2.8,0,1,1,1,1,0,2,2,8158,0,55.802249,37.794028,3,1959,7,8,False,True,False,3,True,0,0.2248286600541206,1.2652524762569417,27.03333333333333,1,0.5
17753,1,7100000.0,45.5,6.0,29.0,10,2,2.65,0,1,1,0,1,0,1,2,1150,0,55.767990000000005,37.837435,3,1974,4,14,True,True,False,3,True,0,0.2599732298466538,1.4420735702180034,22.75,1,0.7142857142857143
8067,4,15000000.0,68.4,6.1,46.8,2,3,2.8,1,0,2,2,0,0,0,1,7692,0,55.77490699999999,37.582906,0,1930,0,6,True,False,False,3,False,0,0.0404235146541918,0.0815623550562794,22.8,1,0.3333333333333333
9285,2,7500000.0,36.1,7.173241971396681,19.450091193481093,9,1,2.8,0,0,2,2,0,0,4,0,6152,2,55.663395,37.589671,6,1966,7,12,False,False,False,3,False,4,0.0719296042787356,3.00129638261344,36.1,0,0.75
1048,4,8500000.0,52.5,10.7,30.9,7,2,2.8,0,0,2,2,0,0,4,0,1172,0,55.86268100000001,37.372440000000005,8,2019,2,25,True,True,True,0,True,0,0.2435583280393587,-1.0171401953691774,26.25,0,0.28
