,price
2166,6090000.0
7472,6250000.0
17153,32750000.0
10890,10100000.0
22212,60000000.0
12863,14600000.0
12191,7500000.0
19447,6900000.0
16071,5350000.0
2679,39000000.0
2910,9929290.0
1832,6896050.0
10209,6300000.0
15810,160000000.0
21150,6995000.0
17164,9699000.0
19189,12000000.0
6301,7121670.0
6852,11488448.0
2859,6300000.0
4912,9490000.0
4347,8000000.0
17445,10100000.0
6666,21933810.0
16935,57000000.0
20460,18990000.0
17339,11700000.0
9159,11976840.0
19395,8565784.0
10432,5200000.0
18402,8350000.0
7780,31500000.0
10249,9800000.0
2769,79800000.0
20936,4276800.0
19224,15786608.0
12574,122000000.0
19708,10400000.0
7208,18500000.0
2715,49834088.0
17043,10031880.0
11774,22500000.0
8798,10300000.0
18481,7300000.0
12799,10000000.0
9197,8699001.0
5328,4902020.0
19076,216830250.0
15430,9200000.0
2551,7390000.0
7915,9650000.0
6890,25494280.0
1700,11940000.0
11356,6500000.0
3795,165000000.0
8275,53000000.0
10846,9800000.0
23049,8571153.0
14062,6850000.0
7030,14100000.0
1664,28464111.0
15645,45000000.0
15296,7100000.0
10015,9538440.0
20314,4850000.0
7493,3700000.0
6800,14859000.0
10036,10883655.0
8209,125000000.0
11700,18526643.0
10804,6239530.0
20773,11879541.0
7634,60000000.0
5050,10464000.0
12571,6800000.0
14966,38000000.0
3044,30990000.0
5609,7309942.0
4314,5100000.0
15232,14500000.0
7744,16500000.0
22772,6200000.0
9840,6200000.0
14937,31000000.0
11447,10748550.0
21542,60000000.0
893,14190000.0
8457,17990000.0
801,21900000.0
11155,10330898.0
6360,8277470.0
9635,16650000.0
1049,8500000.0
2377,7800000.0
20672,10800000.0
15061,7400000.0
2253,4390000.0
18766,4700000.0
2226,3550000.0
6827,5176080.0
21305,6545340.0
7320,11825352.0
7227,15292350.0
21843,6390000.0
22557,15189930.0
35,5250000.0
9958,6000000.0
12806,12000000.0
16168,8056730.0
11185,13700000.0
6232,5737582.0
5223,14150000.0
21080,22500000.0
20624,9000000.0
11847,2549999.0
8987,6600000.0
1603,20555979.0
556,10507000.0
4872,8650000.0
20052,6328080.0
11239,55242320.0
15636,52252200.0
5106,15822720.0
4281,9700000.0
9727,6150000.0
1116,24500000.0
20648,10500000.0
15913,18300000.0
9987,7734100.0
14298,9892300.0
7802,50700000.0
2474,34000000.0
19523,10557160.0
21431,14399000.0
10976,6500000.0
14758,16906968.0
17543,7950000.0
8942,11999000.0
2736,58191358.0
20825,6300000.0
11734,17721000.0
13177,7500000.0
16537,5950000.0
11054,11649000.0
4856,8500000.0
3425,95000000.0
19813,6410850.0
23028,5919060.0
5023,7300000.0
8218,25245000.0
8312,116212263.0
17737,7100000.0
360,8462644.0
22942,11800000.0
1379,8203725.0
21761,6680000.0
20681,12400000.0
7997,65500000.0
17267,6500000.0
2052,20151157.0
1104,9400000.0
12637,90000000.0
17098,16600000.0
8291,226760579.0
7987,48300000.0
8410,7950000.0
176,5846000.0
19631,10200000.0
21744,7500000.0
16677,731368800.0
1814,5411506.0
22635,7318487.0
7363,15500000.0
6864,13674100.0
17403,78000000.0
7582,4900000.0
11452,5599651.0
6871,15500000.0
11176,13819750.0
17731,14300000.0
13595,9700000.0
9561,8530600.0
1506,13900000.0
13912,13616000.0
18919,23000000.0
23076,142000000.0
13711,6200000.0
3852,5680000.0
1520,14562651.0
22383,8027712.0
22237,9700000.0
17718,7750000.0
1676,30634400.0
9340,8900000.0
10756,37913832.0
15113,11970000.0
3000,37842000.0
19183,11193000.0
5536,5532600.0
1779,24600179.0
6639,16541199.0
13545,13310386.0
22151,7800000.0
1305,74900000.0
17273,8700000.0
19323,13667631.0
22529,10200000.0
12205,5500000.0
9952,5700000.0
67,7611760.0
3883,6200000.0
12973,6950000.0
4167,4999000.0
140,5304400.0
12825,4306440.0
5969,10500000.0
14405,6700000.0
5690,8800000.0
1210,9050000.0
6413,10000000.0
1023,8000000.0
11309,7216110.0
17201,10323456.0
3769,17000000.0
18515,8473000.0
11530,9800000.0
13784,4574037.0
5188,11000000.0
10387,12548868.0
11052,11500000.0
22405,18636320.0
10747,25824628.0
7848,126617822.0
16606,7790001.0
20860,10150000.0
21582,13990000.0
23208,5200000.0
693,10126960.0
3088,77953704.0
22820,10500000.0
13203,1400000.0
2333,4599000.0
22068,10176400.0
14935,27000000.0
18383,11334480.0
12215,8200000.0
9886,9300838.0
6629,14448000.0
10953,10432650.0
13750,7300000.0
13345,5690000.0
13423,13000000.0
20110,7600000.0
1162,6850000.0
18618,6500000.0
7340,13217720.0
19765,39900000.0
13461,34700000.0
20888,7400000.0
4685,13350000.0
746,37000000.0
4362,11000000.0
4651,34503730.0
828,27500000.0
5556,5560700.0
3449,111430260.0
11069,18790240.0
1081,9150000.0
14833,4500000.0
17776,6067803.0
22658,15229741.0
15058,6800000.0
14119,7443532.0
11957,35000000.0
891,12800000.0
12125,8499000.0
22863,15850000.0
3168,14300000.0
12988,10700000.0
379,8940443.0
22803,2950000.0
18659,20572894.0
490,36900000.0
15249,10260701.0
4387,52579800.0
21216,6900000.0
4613,21499587.0
16177,8436000.0
1894,9163130.0
194,6028260.0
10511,8428587.0
8199,113300000.0
3897,6500000.0
7122,25848000.0
9585,10927590.0
17573,12960350.0
2564,10142242.0
14280,8232150.0
11344,7950000.0
7674,69990000.0
18040,14890000.0
16435,9648723.0
16541,4300000.0
14497,10743444.0
22584,79000000.0
17483,19980424.0
14778,12329390.0
8198,112000000.0
15742,68500000.0
22245,9600000.0
19831,9000000.0
475,33000000.0
8477,8200000.0
9568,9512500.0
16332,41300000.0
21488,16493400.0
9607,14500000.0
18057,48500000.0
15045,98000000.0
16793,12871705.0
7335,12900000.0
21328,5200000.0
10430,11500000.0
20054,6336540.0
6485,37500000.0
1759,12200000.0
8652,7200000.0
7686,16500000.0
8460,19033098.0
1084,9250000.0
3264,40740000.0
19353,23786900.0
4964,10450000.0
5958,26500000.0
15200,8194560.0
12708,16700000.0
394,9123751.0
12858,13140556.0
16169,8234105.0
21174,14500000.0
1845,7545395.0
22711,13000000.0
10840,7978682.0
3790,43214391.0
10156,5400000.0
9026,32798000.0
114,4622750.0
3969,18783329.0
1261,19475000.0
22656,14497920.0
1984,13311064.0
16111,6250000.0
20967,8190000.0
18811,24650000.0
16123,12990000.0
22623,14990000.0
8640,7000000.0
221,6554073.0
7229,18989512.0
13154,5545080.0
1038,8300000.0
2485,89000000.0
19926,5950000.0
972,7200000.0
21222,100000000.0
20699,15064300.0
13040,9800000.0
14823,5400000.0
6042,5990000.0
17480,16000000.0
6030,5700000.0
2269,5250000.0
354,8300180.0
7081,19125073.0
8956,14250000.0
11367,9380000.0
19321,13499000.0
4648,33558852.0
11316,14450000.0
16395,8000000.0
11785,8400000.0
13809,6808560.0
2669,62070300.0
9813,7300000.0
23089,6000000.0
21054,8235000.0
5737,6450000.0
17819,8120410.0
22016,15200000.0
2417,43999999.0
10438,22276800.0
17996,7900000.0
1713,9250000.0
18943,8500000.0
14855,7080480.0
22078,8700000.0
13528,8200000.0
21049,7400000.0
5127,16400000.0
10744,24376764.0
10308,93000000.0
12050,14100000.0
687,9844272.0
13680,39000000.0
17889,7882925.0
17827,8936150.0
6120,5201910.0
20658,7244160.0
6708,40000000.0
16152,6600000.0
5487,7290000.0
15793,105000000.0
13559,125000000.0
2304,8800000.0
14264,7843720.0
20601,18000000.0
13393,8100000.0
12397,10000000.0
9285,7500000.0
536,4122689.0
20871,6200000.0
23044,79990000.0
4047,8370000.0
21846,8700000.0
23041,38900000.0
3681,6400000.0
19115,7950000.0
13552,17353826.0
2183,6300000.0
1985,13399044.0
12609,257150000.0
16290,22020577.0
3766,16682607.0
21136,28298700.0
20986,11193620.0
14662,17300000.0
15634,15253495.0
5246,28572171.0
3467,130700000.0
16863,8450000.0
16318,11500000.0
20035,120000000.0
2851,53000000.0
480,28570768.0
12273,7325000.0
7511,3350000.0
5872,12379520.0
8412,8379000.0
22326,5590678.0
21070,12090060.0
3854,5690000.0
18364,16936300.0
13287,10703777.0
7542,6300000.0
9038,97222901.0
13115,9500000.0
17800,5586000.0
19962,12000000.0
19951,70000000.0
14414,7500000.0
19306,9873325.0
10823,5719260.0
17327,4300000.0
19841,11500000.0
3826,52000000.0
5831,10282351.0
14831,6182480.0
4707,15000000.0
349,8287900.0
10628,11800000.0
21943,17300000.0
16837,8500000.0
17527,99900000.0
3119,45000000.0
1680,32669589.0
17114,23700000.0
20909,27500000.0
20142,4700000.0
15973,19800000.0
710,10900000.0
3138,110000000.0
20563,120000000.0
7891,7590000.0
9187,44500000.0
7958,89126750.0
23188,7250000.0
19984,10300000.0
3188,19000000.0
3397,84000000.0
1811,5289720.0
12266,8500000.0
6713,51940794.0
469,16951000.0
21692,8500000.0
21476,13878930.0
21005,7800000.0
2021,16327553.0
14106,14926560.0
19029,66000000.0
12,4045140.0
11812,6000000.0
21393,8990000.0
16683,140179020.0
13650,5350000.0
11918,10823160.0
17665,39031403.0
13877,8870000.0
172,5768400.0
21299,3942260.0
11134,65000000.0
9280,7589999.0
11413,10600000.0
17212,24842059.0
13165,6590000.0
14661,16000000.0
16145,5894070.0
3038,86667980.0
5760,7465850.0
13622,6450000.0
21813,5600000.0
8907,4850000.0
12016,36950000.0
10195,6150000.0
10359,14829557.0
20051,6035600.0
2637,27000000.0
7025,13777236.0
6949,7200000.0
5064,13200000.0
17648,7100000.0
11758,9288630.0
9036,70000000.0
9757,6600000.0
22693,8504760.0
15547,8700000.0
19127,11200000.0
4240,6400000.0
12977,12500000.0
2749,65304000.0
17139,8857200.0
2466,185717100.0
21765,8354149.0
11393,22990000.0
6974,9546075.0
22799,8100000.0
17654,8150000.0
20031,92927250.0
6287,6800000.0
19088,19940889.0
6747,7800000.0
19861,16500000.0
20880,6800000.0
14077,8700000.0
20341,55041913.0
13844,4500000.0
5505,7400000.0
20578,12600000.0
12932,10782200.0
18484,7782200.0
12448,21200000.0
7480,6400000.0
5738,6520872.0
4511,7200000.0
5972,8300000.0
6615,11963110.0
22646,10500000.0
2045,19031100.0
18655,14112724.0
11326,7899000.0
13985,6700000.0
217,6520800.0
2004,14822216.0
18794,23289910.0
21397,4700000.0
13134,9800000.0
12463,7480000.0
7670,42000000.0
2902,9595000.0
19628,8500000.0
9811,7300000.0
22834,7251517.0
2047,19142213.0
10235,43712773.0
15614,8250000.0
20636,18428724.0
13696,21885186.0
22318,4850000.0
11435,6999000.0
5679,5350000.0
7837,142383110.0
19384,4650000.0
7649,7890000.0
20289,8058859.0
779,19173716.0
5329,6750000.0
19370,9800000.0
17471,12000000.0
16529,6000000.0
22260,6350000.0
6846,10000000.0
3676,5750000.0
11492,5500000.0
9677,5800000.0
15685,11800000.0
6612,11150000.0
22351,6500000.0
18137,5642634.0
16446,16990000.0
786,20451600.0
8142,81570000.0
21583,14500000.0
17970,22144871.0
18898,6650000.0
4558,13187780.0
21105,10208400.0
10516,8710560.0
663,8350000.0
13428,22900000.0
15260,6500000.0
13025,10200000.0
8452,15344672.0
9462,9850000.0
16838,9300000.0
15392,5863000.0
10029,10440280.0
22798,8300000.0
322,7883070.0
4798,7500000.0
22965,7514030.0
5595,6550000.0
19507,8107987.0
1346,6500000.0
16668,70960000.0
20483,7300000.0
9755,6550000.0
20515,17780000.0
8365,12389000.0
18430,21909982.0
5552,7643240.0
1002,7670000.0
8572,83461264.0
5419,6500000.0
7145,32000000.0
8931,8200000.0
1795,8950000.0
5318,12000000.0
14759,35358619.0
15694,10515884.0
9626,18915748.0
17919,9000000.0
1287,39154500.0
17395,43500000.0
15261,7200000.0
18718,4792500.0
3154,371434200.0
19981,7900000.0
15762,26200000.0
7287,9499999.0
3215,25900000.0
14284,8300000.0
15598,21870365.0
6081,6200000.0
6729,15300000.0
20316,5500000.0
9167,23840000.0
4222,5250000.0
10380,6500000.0
7256,7999000.0
14098,5617900.0
21991,7500000.0
14386,26650000.0
6959,8000000.0
6965,8600000.0
14975,76542499.0
954,6900000.0
21738,8109200.0
15513,74000000.0
9908,6500000.0
2129,8900000.0
15223,10909800.0
9523,6808590.0
2190,6450000.0
15844,15000000.0
16477,48000000.0
14503,11700000.0
2972,72292000.0
21802,22500000.0
10723,8969832.0
10151,4970000.0
3359,71791000.0
11428,7700000.0
17370,24984080.0
6977,9686848.0
8544,6300000.0
14324,14425472.0
11294,4200000.0
11672,45000000.0
8136,78999999.0
20422,69000000.0
23137,8319150.0
22936,12500000.0
15237,20170800.0
19902,15000000.0
10384,7463525.0
21875,2240100.0
5283,25500000.0
3604,6050000.0
19425,18500000.0
7239,5913348.0
11016,17900000.0
2717,50000000.0
20916,6900000.0
20662,7600000.0
4835,8200000.0
13356,14500000.0
8985,34500000.0
4649,33447944.0
16559,4028268.0
4658,36900000.0
6794,2356000.0
21410,12900000.0
816,24247248.0
16678,11600000.0
2093,37810078.0
20946,6300000.0
12065,9592625.0
22176,8650000.0
19547,6563156.0
22179,10000000.0
17257,7500000.0
14018,12400000.0
1978,13200000.0
19062,64000000.0
19,7200000.0
3389,79799000.0
16589,6100000.0
15828,299000000.0
4668,50000000.0
19426,2400000.0
17874,8746200.0
9364,9490000.0
4906,9500000.0
15454,15895000.0
12382,5900000.0
18315,233963720.0
2408,67469999.0
5311,6699900.0
14536,6300000.0
14716,87116270.0
244,6900000.0
12308,7950000.0
19944,49385257.0
16417,46000000.0
22186,15250000.0
19397,9799396.0
16204,11813685.0
17803,6721120.0
22690,8100000.0
8177,9500000.0
13732,7550000.0
20135,13900000.0
14186,10250000.0
12832,6500000.0
18786,9300000.0
8906,4700000.0
8805,13500000.0
4137,9890000.0
11864,6727412.0
20994,14350000.0
1330,10990000.0
19199,14040162.0
2722,52557939.0
14745,13978365.0
21022,16450000.0
18468,13500000.0
18738,7271860.0
18788,20222615.0
19099,19500000.0
6611,11179350.0
2610,19628154.0
8611,6500000.0
7926,10534850.0
21130,11916800.0
2487,191862600.0
21145,6484630.0
6791,16012300.0
5670,6200000.0
8808,4281280.0
2915,10097180.0
19122,9110020.0
16579,4703400.0
15215,9997920.0
19053,29758680.0
295,7390487.0
8213,16897000.0
4186,9721140.0
11062,7800000.0
15516,79000000.0
9698,38900000.0
10523,13664400.0
6359,8250000.0
21408,8265000.0
8176,8880000.0
9505,8193588.0
18314,122000000.0
8747,8990000.0
18552,4700000.0
13176,7149000.0
16715,9500000.0
3710,8768520.0
14295,9810200.0
21595,18900000.0
9225,5600000.0
16749,6400000.0
6540,25000000.0
21739,8900000.0
22483,8301100.0
8428,10947093.0
13264,16551500.0
19969,35000000.0
17193,85000000.0
8753,9050000.0
17529,377420422.0
2030,17194750.0
20614,8700000.0
8405,7510518.0
4459,32382000.0
23258,20497590.0
4271,8180000.0
12110,6500000.0
16219,13000000.0
22933,10300000.0
10941,9600309.0
9441,6500000.0
13733,9400000.0
10146,28000000.0
20281,7764507.0
10395,42000000.0
8001,179000000.0
6414,10027778.0
16091,7950000.0
17383,29000000.0
15943,13755765.0
5672,6650000.0
23152,4936342.0
21851,5419702.0
19881,59999999.0
17833,10419030.0
7457,5700000.0
9596,12699000.0
19034,154878750.0
12199,11805445.0
13071,35000000.0
12481,17900000.0
17169,6300000.0
1092,9500000.0
21043,6900000.0
14990,13715640.0
21126,9350000.0
3922,6700000.0
11487,16721544.0
17255,5700000.0
445,10759680.0
6195,4602750.0
14019,17208906.0
8100,33951658.0
12675,14500000.0
10282,79900000.0
6221,5586465.0
8145,84191752.0
18082,7850000.0
5175,10545750.0
7070,17809968.0
17890,8000000.0
15117,16812521.0
13663,8000000.0
3350,67990000.0
4407,41000000.0
6866,14300000.0
22761,14100000.0
20368,10760000.0
14596,12062851.0
3728,10873170.0
16700,19700000.0
22679,11567761.0
6618,12296930.0
1789,13372232.0
12299,5100000.0
18767,5700000.0
9382,10000000.0
6706,8500000.0
530,53000000.0
20731,9774380.0
18037,11902654.0
6710,45482643.0
3416,103950000.0
17002,5977127.0
11010,8900000.0
12256,20700000.0
6499,8800000.0
2856,5150000.0
16367,29960000.0
22019,16000000.0
19415,23968442.0
10,13650000.0
5744,6624160.0
1750,9990000.0
16864,9537153.0
21867,10590000.0
17216,33000000.0
14140,10900000.0
380,8970660.0
11965,20584200.0
9472,14760869.0
3777,19074111.0
16466,34500000.0
13174,9641040.0
19226,30890000.0
11138,13500000.0
22181,11500000.0
20277,7743750.0
18357,24806800.0
14882,6398110.0
20568,26500000.0
17673,7500000.0
18758,4300000.0
4278,9300000.0
19318,11990000.0
837,32000000.0
12923,8034151.0
15033,11400000.0
22378,7873600.0
18370,14559104.0
16772,85000000.0
12302,7081800.0
21895,6717104.0
7688,18900000.0
7697,33022277.0
11092,10700000.0
14341,6700000.0
7832,100732955.0
12062,7790220.0
7989,58500000.0
1293,44000000.0
8728,8600000.0
12107,12900000.0
8039,46000000.0
6617,12200000.0
18174,8100000.0
2496,10786500.0
15190,7709740.0
8851,5690000.0
1107,1991000.0
4249,6900000.0
21007,8450000.0
11624,17275230.0
7205,17799760.0
17096,13490000.0
12429,8288150.0
18841,31700000.0
21218,7000000.0
17753,7100000.0
2779,93000000.0
15720,27000000.0
20582,25000000.0
8295,249888888.0
15150,7600000.0
6569,7200000.0
10047,11613000.0
10204,6200000.0
12182,9665400.0
13787,4894418.0
22976,10800000.0
5681,5565000.0
10513,6949250.0
6712,52000000.0
16612,8850000.0
13977,38750236.0
16661,26100000.0
22001,8990000.0
18230,25500000.0
470,24722160.0
8872,7500000.0
5589,6354280.0
3975,7450000.0
10773,95074121.0
8832,4150000.0
22661,15481365.0
4799,7550000.0
10687,16898560.0
7970,79000000.0
2969,156000000.0
8889,9700000.0
11666,70000000.0
4187,10200000.0
10762,39285000.0
20409,8000000.0
3090,94000000.0
459,100000000.0
19558,7300000.0
2460,59000000.0
13245,19942416.0
8666,7400000.0
18676,5500000.0
9802,7200000.0
14835,6000000.0
20889,7400000.0
20885,7180000.0
22643,9100000.0
14202,9100000.0
13022,8200000.0
17127,41200000.0
4093,9000000.0
17698,10200000.0
16051,8200000.0
19562,7587865.0
6492,5600000.0
4653,35077140.0
184,5909336.0
18191,36150000.0
5721,5700000.0
14235,5822326.0
11081,6300000.0
11905,18223640.0
77,6700000.0
22073,24000000.0
2356,6500000.0
8296,284147163.0
895,18100000.0
12981,17900000.0
16577,3832990.0
14734,14084600.0
10013,9390000.0
4725,5600000.0
9631,9937254.0
10436,12307800.0
2289,6700000.0
12055,13900000.0
794,21629500.0
9681,6800000.0
9550,3750000.0
16172,8244680.0
8302,461525000.0
10457,10900000.0
4827,8000000.0
22250,10000000.0
4050,8450000.0
256,7074700.0
6702,35061960.0
22354,6621264.0
16672,13400000.0
1881,8650720.0
13286,10640800.0
15699,11363998.0
5417,6500000.0
22856,12414080.0
14486,8690000.0
21881,4250400.0
10310,198098240.0
15315,8700000.0
18906,105000000.0
7659,51950000.0
2566,10299000.0
14556,91300000.0
3113,32900000.0
13550,15047450.0
16316,9350000.0
10399,5637416.0
9938,11872420.0
887,9500000.0
18173,8054750.0
15326,10800000.0
7588,5900000.0
21999,8500000.0
5887,13079935.0
19575,8190000.0
17143,10850000.0
4005,7700000.0
9414,15623680.0
20482,7000000.0
6598,9438804.0
20013,6077430.0
6968,9000000.0
11645,11805871.0
6855,12000000.0
7655,32000000.0
11999,22500000.0
5790,8484000.0
8923,6450000.0
12490,464292750.0
8558,9850500.0
18816,18200000.0
13308,14430650.0
2653,31500000.0
2092,36592171.0
4650,33800000.0
19032,128536972.0
18444,11300000.0
5782,8067730.0
4464,35930350.0
8076,22500000.0
14305,10130800.0
22750,9400000.0
16955,6400000.0
11842,8200000.0
18872,41990000.0
22848,9039082.0
639,9990000.0
8769,9500000.0
21527,26800000.0
5465,7000000.0
2924,10482973.0
18125,3800000.0
17301,5996300.0
18807,21317280.0
15772,52125600.0
19767,7000000.0
18472,5999400.0
14815,3500000.0
10635,7987500.0
9295,5896709.0
16550,8670000.0
17991,7100000.0
22092,11987640.0
4381,44038178.0
9427,6700000.0
7141,30630500.0
17732,23900000.0
8431,11290000.0
19025,44990000.0
9784,6999000.0
12024,5388590.0
11375,282400000.0
9692,10500000.0
20104,7200000.0
8637,6950000.0
20729,32000000.0
9536,8904150.0
12458,10900000.0
20092,5500000.0
21364,7032883.0
1927,10499000.0
8274,47334000.0
22331,5802389.0
11091,10600000.0
12207,6100000.0
16089,7700000.0
15251,14574560.0
20280,7752050.0
17955,6500000.0
7108,22900000.0
7345,13850000.0
1434,10520000.0
269,7201712.0
11584,5812752.0
18853,7804400.0
3121,48000000.0
7573,3450000.0
15618,28499900.0
12563,47000000.0
19862,18000000.0
6270,6400000.0
11991,12100000.0
1594,20092500.0
6119,4000000.0
15259,6390000.0
1366,7600000.0
11556,7950000.0
544,8207900.0
20219,5910980.0
22031,9500000.0
9621,10557600.0
17567,9100000.0
22211,54990000.0
8518,5650000.0
15816,173700090.0
9924,2800000.0
2631,24950000.0
16171,8212102.0
14335,7400000.0
23190,7390487.0
3273,43000000.0
14484,8232000.0
12964,4000000.0
9222,45500000.0
2879,45000000.0
9432,14550000.0
56,9800000.0
11766,8300000.0
3803,15996424.0
23023,6990000.0
7512,3400000.0
12930,24280715.0
2379,74816133.0
1026,8150000.0
13636,9546287.0
4337,7100000.0
1652,25980044.0
8891,10000000.0
5659,15064038.0
20587,30478360.0
21260,13000000.0
20502,12500000.0
17555,42640000.0
3957,7200000.0
10183,6050000.0
19561,7500000.0
1018,8000000.0
10112,10047840.0
3218,26349750.0
12756,7488000.0
21090,8800000.0
10338,6479380.0
16556,37500000.0
5963,32155657.0
5224,14256000.0
17134,23827200.0
12899,5750000.0
10588,35205300.0
15585,24150000.0
1355,7112926.0
7712,7090000.0
4881,8800000.0
253,7004100.0
8399,7000000.0
9052,25000000.0
14735,30900000.0
11767,14300000.0
20827,7400000.0
20237,6466548.0
5824,9931940.0
2775,85000000.0
6491,5400000.0
15211,9737560.0
7286,9523796.0
2201,6500000.0
16001,10250000.0
22217,104000000.0
12908,10900000.0
8166,6350000.0
